sentence,target
"Hashing is a widely used technique for data storage, indexing, and retrieval.",AI
"When a current enters the coil, it gen-erates a magnetic field that interacts with that of the perma-nent magnet, moving the coil and thus the disk head.",HG
"Replication and synchronization: Each news server stores a copy of all messages it receives, and periodically synchronizes with other servers to exchange new messages and updates.",AI
"(Note that this is different from a queue, where items can be added or removed from either end [see queue].",HG
Flexibility: Plug-ins can be added or removed without affecting the core functionality of the main application.,AI
The above means may be used to verify the true source of a message or data.,HG
"However,this might change in the near future.",HG
The header of a TCP/IP packet contains information that is used to ensure that data is transmitted reliably and efficiently between network devices.,AI
"Some key concepts in information theory include entropy, which measures the amount of uncertainty or randomness in a signal; channel capacity, which represents the maximum rate of information that can be transmitted through a communication channel; and error-correcting codes, which are techniques for detecting and correcting errors that can occur during transmission or storage of digital data.",AI
"Digital Rights Management (DRM) refers to a set of technologies and techniques used to control access to and usage of digital content, such as music, movies, and ebooks.",AI
Users can be made members ofroles as determined by their responsibilities and qualifications and can beeasily reassigned from one role to another without modifying the underlyingaccess structure.,HG
It was used to automate the production line at a General Motors plant in New Jersey.,AI
It is not surprising that human psychology can play an important role in many aspects of computer use.,HG
"However,  it  becomes  more  difficult  to  extract  a  premium for a brand as opposed to a generic name.",HG
"Unfortunately it was hard to measure the actual effectiveness ofads, and Web sites (such as for publications) that lookedto third-party advertising as a source of income found theoutlook bleak in the wake of the bursting of the “dot-combubble” of the early 2000 decade.",HG
In 1950 Claude Shannon outlined the two basic strategies that would be used by future chess-playing programs.,HG
"Here is a general overview of the typical process:Define the ontology scope and requirements: Identify the domain or area of knowledge that the ontology will cover, and specify the purpose and goals of the ontology.",AI
"In modern computers, the ALU is integrated into the CPU as part of the digital circuit, and its design is constantly being improved to increase performance and efficiency.",AI
"The goal of the project was to create a language that would allow mathematicians, sci-entists, and engineers to express calculations in something close  to  the  traditional  notation.",HG
well.,HG
"However, in some contexts, ""demon"" specifically refers to a program or process that runs continuously and provides a specific type of service or functionality, while ""service"" may refer more generally to any program or process that provides a service or function on a computer system.",AI
"LAN stands for Local Area Network, which is a computer network that connects devices within a limited area, such as a home, office, or school.",AI
"Additionally, computers are used for marketing and distribution, such as creating trailers and promoting films on social media and streaming platforms.",AI
"Pattern recognition is at theheart of many areas of research and application in computing ,.",HG
0.,AI
"Scientific modeling: Fractal geometry is used in many areas of science and engineering to model complex systems and phenomena, such as fluid flow, turbulence, and geological formations.",AI
"Integers are typically stored in memory as binary digits, or ""bits,"" which are either a 0 or a 1.",AI
ADSL is widely available and is one of the most popular types of broadband internet connections worldwide.,AI
"The cache can be managed by the web browser, which determines which resources should be cached based on their access patterns and available memory.",AI
"It is commonly used in computing and digital electronics, as it provides an efficient way to represent binary data.",AI
"News and Current Events: Podcasts can be a great way to stay informed about the latest news and events, with many news organizations offering podcasts that cover the latest headlines.",AI
More information can be found in Appendix 1 (Opensec) and Appendix 6 under ADML,HG
"Mostof this activity is done at somebody else’s expense by, for example, breakingand entering into an organization’s voice mail system.",HG
"To create a new document, the user can select one of several built-in templates for different types of documents such as letters, faxes, and reports, or design a custom template by defining appropriate styles and properties.",HG
"Grove, Andrew S. (1936– )Hungarian-AmericanEntrepreneur.",HG
"Where social engineering is linked to an IT security issue or hoax, it nearlyalways trades on technophobia",HG
In  a  large program  one  programmer  might  change  the  data  structure without  alerting  other  programmers  whose  code  assumes the  original  structure.,HG
Both involve sending short messages to other users who can receive them and reply as soon as they are online.,HG
"If it reaches 0, the packet is assumed to have gotten “lost” or stale, and is discarded.",HG
It performs some software function but isnot a program in the sense of being installed and run from the computer’sstorage media.,HG
"The last mile is often considered the most challenging and expensive part of the telecommunications network to build and maintain, as it involves deploying physical infrastructure (such as cables or wireless towers) to reach individual homes and businesses.",AI
"The performance and efficiency of the ALU are critical to the overall performance of the computer, as it is responsible for executing the majority of the operations performed by the CPU.",AI
"Back in 1986, UNIX developer Larry Wall had created a language called Perl (Practical Extraction and Report Language).",HG
Memory management: Java has built-in memory management capabilities that help to prevent memory leaks and other memory-related problems that can occur in other programming languages.,AI
"Zuseused spare time from his military duties at the Henschelaircraft company to work on the Z4, which was completedin 1949.",HG
"Checksum - This field contains a checksum value that is calculated over the entire TCP segment, including the header and data.",AI
Al-Khwarizmi’s work is the likely source for the word algebra as well.,HG
",?",HG
"Today, Dell is one of the largest technology companies in the world, with operations in over 180 countries and more than 165,000 employees worldwide.",AI
"Artificial intelligence and automation: As artificial intelligence and automation technologies become more prevalent, there are concerns about the impact on employment and the potential for bias in decision-making processes.",AI
Reporting spam can help prevent it from being sent to other users.,AI
The only way to stop an executable from harming a PC or system is to run itin a proactive ‘sandbox’ environment and monitor its behavior for maliciousactivity in real-time.,HG
"If, however, there is too much delay due to network congestion, the playback will pause while the player refills its buffer",HG
"Doctors and nurses would be assigned roles that allow them to access patient records relevant to their job function, while administrative staff would have a different set of roles and access privileges.",AI
"For example, a Message Window class mightinherit its overall structure from the Window class andits text-display capabilities from the Message class.",HG
A  handwriting  recognition  system  begins  by  building a representation of the user’s writing.,HG
In a large program one programmer might change the data structure without alerting other programmers whose code assumes the original structure.,HG
"Publishers such as Sams, Coriolis, and particularly O’Reilly have aimed their offerings at more experienced users, programmers, and multimedia developers.",HG
"By 2006, “to google” could be found in dictionaries as a verb meaning to look up anyone or anything online.",HG
"Because  of  their  ability  to  generate  realistic textures at every level of detail, many computer games and simulations  use  fractals  to  generate  terrain  interactively.",HG
"The following are the key activities involved in supply chain management:Planning: This involves forecasting demand, developing production plans, and determining inventory levels.",AI
"Knowledge bases: These are searchable databases that contain information about a software application or product, including frequently asked questions (FAQs), troubleshooting guides, and other resources.",AI
"In the CMYK color model, colors are created by combining different intensities of cyan, magenta, yellow, and black ink.",AI
com site.,HG
Transaction processing systems (TPS) are commonly used in business and finance to manage the flow of data and information.,AI
"In addition to its electronics and gaming businesses, Sony has a significant presence in the entertainment industry.",AI
Many tablets also include additional input methods such as stylus pens or keyboards.,AI
Managers may have trouble keeping track of or evaluating the activities of workers who are not physically present.,HG
"Additionally, the .",AI
"For example, an assignment statement may be parsed into an identifier, an assignment operator (such as =), and a value to be assigned.",HG
This approach has the potential to enable people with spinal cord injuries to regain movement and independence.,AI
"Using  3D  programs  somewhat  like  CAD (drafting)  programs,  set  designers  can  experiment  with the positioning of objects before deciding on a final design and  obtaining  or  creating  the  physical  props.",HG
"Founded in 2006 by Mark Zuckerberg, Facebook was originally restricted to Harvard students, but eventually became open to any college student, and then high schools and even places of employment.",HG
"By creating computer simulations of these systems, scientists can study how they behave under different conditions and gain insights into their underlying mechanisms.",AI
"Conversely, multiple drives can appear to be a single logical device while providing redundancy and error recovery ,.",HG
"However, biometric identification systems also have some limitations and potential drawbacks.",AI
These  trends  have  been  praised  by  free  trade advocates  and  decried  by  proponents  of  labor  rights  and environmentalism.,HG
Governments have always to varying degrees concerned themselves with the content of public media.,HG
", Integration between project management and software for scheduling meetin",HG
"When a user types in (or clicks on) a link in the browser window, the browser sends a HTTP request ,.",HG
"ADSL requires a special modem to be installed on the user's premises, which communicates with the internet service provider's (ISP) equipment at the telephone exchange.",AI
Using the www.,HG
"The result, however, might well be the sort of environment depicted by science fiction writers such as William Gibson ,",HG
"Friendster: Launched in 2002, Friendster was one of the first social networking sites to gain widespread popularity.",AI
The arrayis the most basic structured data type; it represents a series of memory locations that hold data of one of the basic types.,HG
"135particular purpose, such as recording scientific observations or keeping track of customers’ account histories.",HG
"This allows businesses to reduce costs and increase efficiency, but it also raises ethical and social concerns about the impact on local workers and economies.",AI
"It seeks to understand how people perceive, process, and interact with computer technology, and how these interactions affect their behavior, cognition, and emotions.",AI
icio.,HG
"Additionally, it's important to balance our reliance on computing technology with a healthy lifestyle and social interactions.",AI
"Managing system processes, such as starting and stopping applications and managing system resources.",AI
"Community forums - Community forums are online platforms where users can interact with each other to share tips, solutions, and advice.",AI
"AUThe AU (audio) file format was developed by Sun Microsystems and is used mainly on UNIX systems, and also in Java programming.",HG
"Records: A collection of elements of different data types, used to represent a single entity or concept.",AI
"RGB stands for Red, Green, and Blue, which are the primary colors of light.",AI
"Among other possibilities, reverse engineering may allow one to:, provide equivalent functions without violating copyright laws, emulate one operating system within another ,, determine a file format so other programs can use it as well (interoperability), document the operation of a program whose documentation is lost or no longer available, determine whether a competing product violates one’s patents or copyrights",HG
This provides an additional layer of security by hiding the internal IP addresses from the internet.,AI
"A database management system consists of a database (a collection of information, usually organized into records with component fields) and facilities for adding, updating, retrieving, manipulating, and reporting on data.",HG
During World War II the German Enigma cipher machine used multiple rotors and a configurable plugboard to create a continuously varying cipher that was thought to be unbreakable.,HG
Dot matrix printers are a type of impact printer that use a matrix of pins to print text and graphics on paper.,AI
1).,HG
"BBSes were often run by individuals or small groups of enthusiasts and were tailored to specific communities, such as hobbyists, gamers, or hackers.",AI
"Later versionsof the PDF specification also allow users to interact withthe document, such as by filling in fields in a form or adding annotations to the text.",HG
"These are just a few examples of the many applications of NLP, which has a wide range of potential uses across numerous industries and fields.",AI
"Data visualization software: These tools are used to create charts, graphs, and other visual representations of data, in order to help users understand and communicate data insights.",HG
"The Java language takes thealternative approach of being limited to only single inheritance of classes, but allowing interfaces (specifications ofhow a class interacts with the program) to be multiplyinherited.",HG
"Batch files are created using a text editor, and can contain a variety of commands and instructions, such as file manipulation, system configuration, and network management.",AI
"When a user connects to a website or server that has a digital certificate, their browser or application checks the certificate to ensure that it is valid and issued by a trusted CA.",AI
"For control of composition, there are three overlapping levels of software, ranging from easiest to use (but most limited) to most complex, versatile, and precise.",HG
"Overall, browsers serve as a powerful platform for delivering and consuming web-based content and services, making them a crucial component of the modern digital landscape.",AI
"COBOL programs are typically compiled rather than interpreted, and they are often run on mainframe computers.",AI
7 inches) and a thickness of 1.,AI
A Green PC is a computer that has been designed to be energy-efficient and environmentally friendly.,AI
"In early versions of Windows, multitasking was cooperative, with each program expected to periodically yield the processor to Windows so it could be assigned to the next program in the queue.",HG
Marketing: Podcasts can be used as a marketing tool for businesses to reach new audiences and promote their products or services.,AI
"(While  some  lan-guages such as Pascal and C use explicit memory allocation or deallocation functions, other languages such as LISP use a separate runtime module that is not the responsibility of the programmer. )",HG
It is powered by a small battery and is located on the motherboard.,AI
"Because it is “native” to Windows, BmP is widely used, especially for program graphics resources.",HG
It was created by Guido van Rossum in the late 1980s and released in 1991.,AI
ActiveX controls are specific to MicrosoftInternet Explorer (MSIE).,HG
"e-Government is the public’s efforts to bring dealings with the governmentonline, thereby enabling citizens to conduct most of their businesses (e. g. ,ordering a passport) online.",HG
They are often used in data centers and other large-scale IT environments to provide high-performance storage for critical applications and data.,AI
"The disc is coated with a thin layer of aluminum or silver, and the data is stored on the disc as microscopic pits and lands.",AI
"NET is a programming platform , that is intended to pro-vide a clear and consistent way for applications written in a variety of languages such as C++, C#, and Visual Basic to access Windows functions and to interact with other programs and services on the same machine or over the Internet. . NET consists of the following main parts:, Base Class Library of data types and common func-tions (such as file manipulation and graphics) that is available to all .",HG
where each character is represented by a numerical code.,HG
"This format uses a combination of a sign bit, an exponent, and a mantissa to represent the value of the floating point number.",AI
Keyword search is useful for finding specific information quickly.,AI
"This can be used to identify patterns, trends, and relationships that are not visible in tabular data.",AI
A spreadsheet template consists of appropriate macros and formulas in an otherwise blank spreadsheet.,HG
"In computer science, a stack is an abstract data type that represents a collection of elements, where the elements are stored and retrieved based on a last-in, first-out (LIFO) principle.",AI
Analytics and Business Intelligence: SAP's analytics and business intelligence products help businesses analyze their data and make informed decisions based on insights.,AI
These mobile robots are often used to deliver supplies.,HG
Several technologies have played a crucial role in enabling the development of Web 2.,AI
"In a computing context, multitasking refers to the ability of an operating system to run multiple programs or processes at the same time, allowing the user to switch between them or have multiple programs running in the background.",AI
Load balancing can help ensure that a system remains available and responsive even in the face of high demand or unexpected failures.,AI
Autonomous Driving: The development of self-driving cars is one of the most exciting areas of research in the automotive industry.,AI
Lifelong learning: The internet provides a wealth of information and educational resources that can be accessed from the comfort of one's home.,AI
A LISP-style node list can be even  more  flexible  in  that  items  with  varying  sizes  and types of data can be included in the same list.,HG
"A smart card, also known as an integrated circuit card (ICC) or a chip card, is a small plastic card with a built-in microprocessor chip that stores and processes data.",AI
"Unfortunately, the number of comparisons and swaps that must be made makes the bubble sort as slow as the selection sort.",HG
8 billion.,HG
"This includes manipulating the content of web pages, responding to user actions, and communicating with web servers to retrieve and send data.",AI
Data communications refer to the transmission of data from one device or system to another.,AI
Zuse's work on computers and programming languages was groundbreaking and laid the foundation for the development of modern computing.,AI
Managing user accounts and access permissions.,AI
"When two Bluetooth-enabled devices are within range of each other, they can establish a connection and begin communicating.",AI
Various sorts of filters can be added for this purpose.,HG
"However, most wikis include the following features:, Users can create new pages (articles) or edit existing ones.",HG
"Python: Python is a popular interpreted language that is widely used for scientific computing, data analysis, and web development.",AI
"This four component color system is standard for most types of color printing, since black is an ink color in printing but is simply the absence of color in video.",HG
"In the late 1990s, a new consumer technology enabled users to create their own CDs with data or audio tracks.",HG
"Additionally, compilers can detect errors and bugs in the source code during the compilation process, helping to identify and fix issues before the program is run.",AI
"In computing, a demon (sometimes spelled daemon) is a computer program or process that runs in the background and performs specific tasks or services without requiring user intervention.",AI
"Keystroke Monitoring is audit trail software or a specially designed device,recording every key struck by a user and every character of the response thatthe information system returns to the user.",HG
"DNS allows users to access websites and other resources using easy-to-remember domain names, rather than having to remember the numerical IP addresses.",AI
Telerobotics is a technology that enables the control of a robot from a remote location using telecommunication networks such as the internet or satellite links.,AI
"Users may create this content for various reasons, such as sharing their opinions, experiences, or expertise with others, expressing themselves creatively, or simply for entertainment purposes.",AI
"In a client-server architecture, the client typically sends a request to the server, which processes the request and returns the requested data or service to the client.",AI
The first tape drives were developed in the early 1950s as a means of storing large amounts of data in a cost-effective and compact manner.,AI
"Also,  the  ability  to  modulate  wavelengths  allows optical fiber to carry many separate channels, greatly increas-ing the total data throughput.",HG
"The complexity of an algorithm is usually measured in terms of its time and space complexity, which are related to the amount of time and memory required for the algorithm to complete its task.",AI
Afew countries and some schools have responded by block-ing access to the service.,HG
"Since hash tables do not maintain any order on their own, the order of the elements collected from the hash table must be determined based on the order of the hash keys.",AI
The  flat-panel  display  is  an  alternative  used  in  most  laptop  com-puters  and  some  higher-end  desktop  systems.,HG
"At relatively low compression ratios (such as 10:1, or 10 percent of the original image size) changes  in  the  image  due  to  data  loss  are  unlikely  to  be         graphics formatsperceived by the human eye.",HG
"Social gaming (mid-2000s): In the mid-2000s, social networking sites such as MySpace and Facebook popularized casual social games such as FarmVille and Mafia Wars.",AI
"Unlike abasic block cipher, a stream cipher will have output corresponding to a giveninput will depend on where in the message it occurs.",HG
"The PDF specifications are open source, so anyone canwrite software to create or read documents in the format.",HG
"File transfer can be implemented in several different ways, depending on the requirements and constraints of the system.",AI
"The data in an RSS feed can include article titles, summaries, excerpts (such as the first paragraph), or the complete article or posting.",HG
An address such as http://www.,HG
"As  a  result,  Netscape users  were  sometimes  stymied  by  JavaScript  written  for micr  osoft Internet Explorer, and vice versa.",HG
SFTP (Secure File Transfer Protocol): A more secure version of FTP that encrypts data during transfer.,AI
"Overall, the hardware required for smart cards is specialized and requires careful consideration when implementing a smart card system.",AI
Hence‚ it is important to provide Reliable and Validevidence‚ especially if the victimized party (e. g. ‚ home user) wants to proofthat he or she has suffered damages through a computer virus.,HG
"In the mid-1980s, the Enhanced Graphics Adapter (EGA) was introduced, which could display up to 16 colors at a higher resolution of 640x350 pixels.",AI
Its development sprang from two sources.,HG
"Researchers in this field examine how technology-mediated environments influence attention, memory, learning, decision-making, and social behavior.",AI
"Google's success has been driven by its focus on innovation, user experience, and data-driven decision making.",AI
"Large service provider networks may use more complex routers with advanced routing protocols, such as Border Gateway Protocol (BGP), to manage traffic and connect to other networks.",AI
"However, for simpler systems and applications, emulation can be a valuable tool for preserving legacy software and hardware, or for testing and development purposes.",AI
example.,HG
SCP is commonly used for transferring files between Unix/Linux servers.,AI
"In the mid-1990s, 3D graphics technology began to emerge, with the introduction of the first 3D graphics accelerators.",AI
"The  program  might  have  a  loop  that repeatedly  requests  a  record  from  the  file,  processes  it  in some  way,  and  repeats  until  the  operating  system  tells  it that  it  has  reached  the  end  of  the  file.",HG
"The internet was developed over several decades, beginning in the 1960s, and it has continued to evolve and expand with advances in computer networking technology.",AI
This allows users to search for and access older messages and discussions.,AI
"The digital cash is then transferred from the user's account to the recipient's account, usually through a secure payment gateway.",AI
Streaming is made possible by a combination of server-side technology and client-side software.,AI
"Ubiquitous computing, also known as pervasive computing, refers to the concept of integrating computing and communication technologies into everyday objects and environments to create a seamless and interconnected computing experience.",AI
"After communicating with the user, the systems analyst must then communicate with the programmers, helping them understand what is needed and reviewing their work as they begin to design the program.",HG
Next came two types of hybrid systems where votes were cast mechanically but tabulated automatically.,HG
This is done by sending control signals that tell the components of the processor and memory when to send or wait for data.,HG
"Algorithms can be expressed in various ways, including natural language, pseudocode, flowcharts, and programming languages.",AI
"Haptic interfaces can be used in combination with other UIs, such as touchscreens or gesture-based interfaces, to enhance the user experience.",AI
"There are a variety of ways to electronically register, store, and process votes.",HG
"OS X has been well received by critics, and together withits bundled software has made the Macintosh a popularplatform for users who want a seamless computing experience, particularly with regard to graphics and media.",HG
"Implement the ontology schema: Transform the conceptual model into a formal representation in the chosen ontology language, such as OWL or RDF.",AI
"However, the Newton was expensive and had limited functionality, and it was eventually discontinued in 1998.",AI
"ASCII also refers to a protocol for copying files from one computer to another over a network, in which neither computer checks for any errors that might have been caused by static or other problems.",HG
"Hard drives come in different form factors, such as 2.",AI
"Individual components such as hard drives can be composed of multiple units so that the remaining units can take over if one fails ,.",HG
GIF (Graphics Interchange Format) is a file format used to store and display simple animated images or graphics on web pages or in other digital media.,AI
"Disaster Recovery Plan deals with the immediate crisis and tries to securecritical IT infrastructure by preventing further spread or continuation of thecrisis such as a computer virus or a denial of service attack ,.",HG
Development and ArchitectureThe simplest form of e-mail began in the 1960s as a way that users on a time-sharing computer system could post and read messages.,HG
Emergency Calling: VoIP services may not be as reliable as traditional phone systems when it comes to emergency calling.,AI
"Lower CASE: These tools are used in the later stages of software development to support activities such as coding, debugging, and testing.",AI
"However, even the most skilled scientists have trouble relating numbers to the shape and interaction of real-world objects.",HG
"YouTube has become one of the most popular websites in the world, with over 2 billion monthly active users and over 1 billion hours of videos watched daily.",AI
"As a result, many web browsers have implemented security measures to prevent unauthorized installation of ActiveX controls.",AI
Maliciously sending large volumes of ‘Pings’ to cause difficultiesfor anyone else attempting to access that address is known as Smurfing.,HG
"In computing, colors are typically represented using combinations of red, green, and blue (RGB) values.",AI
"Virtually every language has some form of loop construct, with vari-ations  in  syntax  ranging  from  the  relatively  English-like COBOL  and  Pascal  to  the  more  cryptic  C.",HG
"The  new  “generation”  is  then  allowed  to  tackle the  problem,  and  the  process  is  repeated.",HG
